target,scenario,split,exclude_2020,model,features,n,periods,weighted_rmse,rmse,weighted_mae,mae,pearson,spearman,oos_r2
whip,season_to_next,starter,True,WSI_raw,wsi_raw,775,7,0.15206624775844715,0.1611128561947127,0.11938494216341342,0.12475930715502993,0.5211749729780715,0.5056535295529917,0.2882798457278798
whip,season_to_next,starter,True,WSI_xWHIP_lgBABIP,wsi_xlgbabip,775,7,0.151648828537757,0.16041586018660683,0.11951576061600064,0.12484936700571779,0.5261751479158365,0.5075296438301738,0.2921818020002602
whip,season_to_next,starter,True,WSI_reg_tuned,WSI_reg_tuned,775,7,0.154419172527912,0.16248942132626085,0.12154460619791245,0.12647258793062718,0.50800333619242,0.4860312045690584,0.2660845229171648
whip,season_to_next,starter,True,WAI,WAI,775,7,0.15865826776533803,0.1675186917596381,0.12454632436981265,0.13004867322108826,0.46625615785469604,0.4616207858871181,0.22523673405314437
whip,season_to_next,starter,True,xWAI_ratio,xWAI_ratio,775,7,0.1545811174885164,0.16278895900353005,0.12141271087780013,0.12647049069150454,0.505978718986976,0.48276936947175614,0.2645443484133001
whip,season_to_next,starter,True,KBB_best_plus_pWHIP,KBB_reg_component+pWHIP,775,7,0.15497449858308712,0.16253471459805605,0.12231213437022233,0.12712937876423683,0.5067225516607838,0.48991841538869696,0.2607963812568488
whip,season_to_next,starter,True,KBB_best_plus_pWHIP_plus_logTBF,KBB_reg_component+pWHIP+log_current_tbf,775,7,0.15542809348397796,0.16302194649187277,0.1230969389047354,0.12785470615217218,0.5030150862082214,0.4844778902220959,0.25646289815341616
whip,season_to_next,reliever,True,WHIP,whip,1362,7,0.22283144430100227,0.24509260698349702,0.1729857206412139,0.18893308701461298,0.21672670971199695,0.21682740337943107,0.045568395718881716
whip,season_to_next,reliever,True,WHIP_reg,WHIP_reg,1362,7,0.2225934157457196,0.24451621238788876,0.17281271494388095,0.18854758632591367,0.22711553691456482,0.21496252254732953,0.04760635439835592
whip,season_to_next,reliever,True,xWHIP_lgBABIP,xwhip_lgbabip,1362,7,0.22026922878074495,0.2425925604495676,0.17033894843167727,0.1866263178525907,0.2586323789551121,0.2679722522869972,0.06739116839143
