kind,target,scenario,split,exclude_2020,model,bucket,n,avg_score,future_value
decile,era,season_to_next,all,True,ERA_reg,2,203,3.3894051213051104,3.7336723343397424
decile,era,season_to_next,all,True,ERA_reg,3,203,3.5472822888920144,3.713023698688109
decile,era,season_to_next,all,True,ERA_reg,4,203,3.6692703324961795,3.7989671329388837
decile,era,season_to_next,all,True,ERA_reg,5,203,3.7750672942853245,4.117309225306182
decile,era,season_to_next,all,True,ERA_reg,6,203,3.8843900836887597,4.087110868377936
decile,era,season_to_next,all,True,ERA_reg,7,203,4.009487866721654,4.056062374032035
decile,era,season_to_next,all,True,ERA_reg,8,203,4.1463711059141,4.288364670091267
decile,era,season_to_next,all,True,ERA_reg,9,203,4.340481252009503,4.194059218914792
decile,era,season_to_next,all,True,ERA_reg,10,204,4.797203829960037,4.4905173096728195
decile,era,season_to_next,all,True,HR9,1,204,0.37984872601321673,3.6291815742397135
decile,era,season_to_next,all,True,HR9,2,203,0.6271979797576919,3.7190493736182755
decile,era,season_to_next,all,True,HR9,3,203,0.7831009343054405,3.888745148771022
decile,era,season_to_next,all,True,HR9,4,203,0.9132241471376719,3.853406390482389
decile,era,season_to_next,all,True,HR9,5,203,1.016045617844635,3.9702860546299825
decile,era,season_to_next,all,True,HR9,6,203,1.1195071375820793,4.139883471938648
decile,era,season_to_next,all,True,HR9,7,203,1.2328091228503342,4.013854618461586
decile,era,season_to_next,all,True,HR9,8,203,1.3653777882951,4.14360814289057
